"Taxon_Id","Kingdom","Class","Family","Scientific_name","Common_name","Taxon_author","NCA_status","EPBC_status","Significant","Endemicity"
1256,"animals","birds","Diomedeidae","Thalassarche melanophris","black-browed albatross","Temminck, 1828","SL","V","Y","QAI"
34156,"animals","birds","Diomedeidae","Thalassarche salvini","Salvin's albatross","(Rothschild, 1893)","SL","V","Y","VI"
27766,"animals","birds","Diomedeidae","Thalassarche steadi","white-capped albatross","Falla, 1933","V","V","Y","QAI"
1197,"animals","birds","Procellariidae","Ardenna bulleri","Buller's shearwater","Salvin, 1888","C",,,"QAI"
1198,"animals","birds","Procellariidae","Ardenna carneipes","flesh-footed shearwater","Gould, 1844","SL",,"Y","QAI"
1200,"animals","birds","Procellariidae","Ardenna grisea","sooty shearwater","(Gmelin, 1789)","SL",,"Y","QAI"
1188,"animals","birds","Procellariidae","Ardenna pacifica","wedge-tailed shearwater","(Gmelin, 1789)","V",,"Y","QAI"
1190,"animals","birds","Procellariidae","Ardenna tenuirostris","short-tailed shearwater","(Temminck, 1835)","SL",,"Y","QAI"
1240,"animals","birds","Procellariidae","Bulweria bulwerii","Bulwer's petrel","(Jardine & Selby, 1828)","SL",,"Y","VU"
1242,"animals","birds","Procellariidae","Calonectris leucomelas","streaked shearwater","(Temminck, 1835)","SL",,"Y","QAI"
1244,"animals","birds","Procellariidae","Daption capense","cape petrel","(Linnaeus, 1758)","C",,,"QAI"
1231,"animals","birds","Procellariidae","Fulmarus glacialoides","southern fulmar","(Smith, 1840)","C",,,"VU"
1233,"animals","birds","Procellariidae","Halobaena caerulea","blue petrel","(Gmelin, 1789)","C","V","Y","VU"
18333,"animals","birds","Procellariidae","Lugensa brevirostris","Kerguelen petrel","(Lesson, 1831)","C",,,"VU"
1222,"animals","birds","Procellariidae","Macronectes giganteus","southern giant-petrel","(Gmelin, 1789)","E","E","Y","QAI"
1223,"animals","birds","Procellariidae","Macronectes halli","northern giant-petrel","Mathews, 1912","V","V","Y","VU"
1225,"animals","birds","Procellariidae","Pachyptila belcheri","slender-billed prion","(Mathews, 1912)","C",,,"VU"
1226,"animals","birds","Procellariidae","Pachyptila desolata","Antarctic prion","(Gmelin, 1789)","C",,,"VU"
1227,"animals","birds","Procellariidae","Pachyptila salvini","Salvin's prion","(Mathews, 1912)","C",,,"VU"
1229,"animals","birds","Procellariidae","Pachyptila turtur","fairy prion","(Kuhl, 1820)","C",,,"QAI"
1230,"animals","birds","Procellariidae","Pachyptila vittata","broad-billed prion","(Forster, 1777)","C",,,"VU"
1217,"animals","birds","Procellariidae","Pelecanoides urinatrix","common diving-petrel","(Gmelin, 1789)","C",,,"VU"
1218,"animals","birds","Procellariidae","Procellaria aequinoctialis","white-chinned petrel","Linnaeus, 1758","SL",,"Y","VU"
30328,"animals","birds","Procellariidae","Procellaria parkinsoni","black petrel","Gray, 1862","SL",,"Y","VI"
18334,"animals","birds","Procellariidae","Procellaria westlandica","Westland petrel","Falla, 1946","SL",,"Y","VU"
1220,"animals","birds","Procellariidae","Pseudobulweria rostrata","Tahiti petrel","(Peale, 1848)","C",,,"QAI"
35622,"animals","birds","Procellariidae","Pterodroma brevipes","collared petrel","(Peale, 1848)","C",,,"VI"
1210,"animals","birds","Procellariidae","Pterodroma cervicalis","white-necked petrel","(Salvin, 1891)","C",,,"VU"
1211,"animals","birds","Procellariidae","Pterodroma cookii","Cook's petrel","(Gray, 1843)","C",,,"VI"
22453,"animals","birds","Procellariidae","Pterodroma heraldica","Herald petrel","Salvin, 1888","E","CE","Y","QAI"
1213,"animals","birds","Procellariidae","Pterodroma inexpectata","mottled petrel","(Forster, 1844)","C",,,"QAI"
1214,"animals","birds","Procellariidae","Pterodroma lessonii","white-headed petrel","(Garnot, 1826)","C",,,"QAI"
18788,"animals","birds","Procellariidae","Pterodroma leucoptera caledonica","Gould's petrel (New Caledonian subspecies)",,"C",,,"QAI"
1215,"animals","birds","Procellariidae","Pterodroma leucoptera leucoptera","Gould's petrel (Australian subspecies)","(Gould, 1844)","C","E","Y","QAI"
34619,"animals","birds","Procellariidae","Pterodroma longirostris","Stejneger's petrel","(Stejneger, 1893)","C",,,"VI"
1201,"animals","birds","Procellariidae","Pterodroma macroptera","great-winged petrel","(Smith, 1840)","C",,,"QAI"
1202,"animals","birds","Procellariidae","Pterodroma mollis","soft-plumaged petrel","(Gould, 1844)","C","V","Y","VU"
1203,"animals","birds","Procellariidae","Pterodroma neglecta","Kermadec petrel","(Schlegel, 1863)","C","V","Y","QAI"
1204,"animals","birds","Procellariidae","Pterodroma nigripennis","black-winged petrel","(Rothschild, 1893)","C",,,"VU"
1205,"animals","birds","Procellariidae","Pterodroma solandri","providence petrel","(Gould, 1844)","C",,,"QAI"
1207,"animals","birds","Procellariidae","Puffinus assimilis","little shearwater","Gould, 1838","C",,,"QAI"
1187,"animals","birds","Procellariidae","Puffinus bailloni","tropical shearwater","(Bonaparte, 1857)","C",,,"VI"
1199,"animals","birds","Procellariidae","Puffinus gavia","fluttering shearwater","(Forster, 1844)","C",,,"QAI"
1186,"animals","birds","Procellariidae","Puffinus huttoni","Hutton's shearwater","Mathews, 1912","C",,,"QAI"
1113,"animals","birds","Spheniscidae","Eudyptula minor","little penguin","(Forster, 1781)","C",,,"VU"
1281,"animals","birds","Fregatidae","Fregata ariel","lesser frigatebird","(Gray, 1845)","SL",,"Y","QAI"
1282,"animals","birds","Fregatidae","Fregata minor","great frigatebird","(Gmelin, 1789)","SL",,"Y","QAI"
1265,"animals","birds","Sulidae","Morus serrator","Australasian gannet","(Gray, 1843)","C",,,"QAI"
1267,"animals","birds","Sulidae","Sula dactylatra","masked booby","Lesson, 1831","SL",,"Y","QAI"
1268,"animals","birds","Sulidae","Sula leucogaster","brown booby","(Boddaert, 1783)","SL",,"Y","QAI"
1270,"animals","birds","Sulidae","Sula sula","red-footed booby","(Linnaeus, 1766)","SL",,"Y","QAI"
1279,"animals","birds","Anhingidae","Anhinga novaehollandiae","Australasian darter","Pennant, 1769","C",,,"QAI"
1261,"animals","birds","Phalacrocoracidae","Microcarbo melanoleucos","little pied cormorant","(Vieillot, 1817)","C",,,"QAI"
1275,"animals","birds","Phalacrocoracidae","Phalacrocorax carbo","great cormorant","(Linnaeus, 1758)","C",,,"QAI"
1263,"animals","birds","Phalacrocoracidae","Phalacrocorax sulcirostris","little black cormorant","(Brandt, 1837)","C",,,"QA"
1264,"animals","birds","Phalacrocoracidae","Phalacrocorax varius","pied cormorant","(Gmelin, 1889)","C",,,"QAI"
1284,"animals","birds","Pelecanidae","Pelecanus conspicillatus","Australian pelican","Temminck, 1824","C",,,"QAI"
1820,"animals","birds","Ciconiidae","Ephippiorhynchus asiaticus","black-necked stork","(Latham, 1790)","C",,,"QAI"
1829,"animals","birds","Ardeidae","Ardea alba modesta","eastern great egret","Linnaeus, 1758","C",,,"QAI"
1831,"animals","birds","Ardeidae","Ardea intermedia","intermediate egret","Wagler, 1829","C",,,"QAI"
1832,"animals","birds","Ardeidae","Ardea pacifica","white-necked heron","Latham, 1801","C",,,"QA"
1835,"animals","birds","Ardeidae","Ardea sumatrana","great-billed heron","Raffles, 1822","C",,,"QAI"
1836,"animals","birds","Ardeidae","Botaurus poiciloptilus","Australasian bittern","(Wagler, 1827)","C","E","Y","QAI"
1830,"animals","birds","Ardeidae","Bubulcus ibis","cattle egret","(Linnaeus, 1758)","C",,,"QAI"
1839,"animals","birds","Ardeidae","Butorides striata","striated heron","(Linnaeus, 1758)","C",,,"QAI"
1840,"animals","birds","Ardeidae","Egretta garzetta","little egret","(Linnaeus, 1766)","C",,,"QAI"
1826,"animals","birds","Ardeidae","Egretta novaehollandiae","white-faced heron","(Latham, 1790)","C",,,"QAI"
1833,"animals","birds","Ardeidae","Egretta picata","pied heron","Gould, 1845","C",,,"QAI"
1813,"animals","birds","Ardeidae","Egretta sacra","eastern reef egret","(Gmelin, 1789)","C",,,"QAI"
1816,"animals","birds","Ardeidae","Ixobrychus dubius","Australian little bittern","(Linnaeus, 1766)","C",,,"QAI"
1815,"animals","birds","Ardeidae","Ixobrychus flavicollis","black bittern","(Latham, 1790)","C",,,"QAI"
35429,"animals","birds","Ardeidae","Ixobrychus sinensis","yellow bittern","(Gmelin, 1789)","C",,,"VI"
1818,"animals","birds","Ardeidae","Nycticorax caledonicus","nankeen night-heron","(Gmelin, 1789)","C",,,"QAI"
1822,"animals","birds","Threskiornithidae","Platalea flavipes","yellow-billed spoonbill","Gould, 1838","C",,,"QA"
1823,"animals","birds","Threskiornithidae","Platalea regia","royal spoonbill","Gould, 1838","C",,,"QAI"
1825,"animals","birds","Threskiornithidae","Plegadis falcinellus","glossy ibis","(Linnaeus, 1766)","SL",,"Y","QAI"
1812,"animals","birds","Threskiornithidae","Threskiornis molucca","Australian white ibis","(Cuvier, 1829)","C",,,"QAI"
1800,"animals","birds","Threskiornithidae","Threskiornis spinicollis","straw-necked ibis","(Jameson, 1835)","C",,,"QAI"
1742,"animals","birds","Accipitridae","Accipiter cirrocephalus","collared sparrowhawk","(Vieillot, 1817)","C",,,"QAI"
1729,"animals","birds","Accipitridae","Accipiter fasciatus","brown goshawk","(Vigors & Horsfield, 1827)","C",,,"QAI"
1730,"animals","birds","Accipitridae","Accipiter novaehollandiae","grey goshawk","(Gmelin, 1788)","C",,,"QAI"
1732,"animals","birds","Accipitridae","Aquila audax","wedge-tailed eagle","(Latham, 1801)","C",,,"QAI"
1733,"animals","birds","Accipitridae","Aquila gurneyi","Gurney's eagle","Gray, 1860","C",,,"VU"
1721,"animals","birds","Accipitridae","Aviceda subcristata","Pacific baza","(Gould, 1838)","C",,,"QAI"
1722,"animals","birds","Accipitridae","Circus approximans","swamp harrier","Peale, 1848","C",,,"QAI"
1723,"animals","birds","Accipitridae","Circus assimilis","spotted harrier","Jardine & Selby, 1828","C",,,"QA"
1725,"animals","birds","Accipitridae","Elanus axillaris","black-shouldered kite","(Latham, 1802)","C",,,"QAI"
1726,"animals","birds","Accipitridae","Elanus scriptus","letter-winged kite","Gould, 1842","C",,,"QA"
1728,"animals","birds","Accipitridae","Erythrotriorchis radiatus","red goshawk","(Latham, 1801)","E","V","Y","QA"
1718,"animals","birds","Accipitridae","Haliaeetus leucogaster","white-bellied sea-eagle","(Gmelin, 1788)","C",,,"QAI"
1720,"animals","birds","Accipitridae","Haliastur indus","brahminy kite","(Boddaert, 1783)","C",,,"QAI"
1707,"animals","birds","Accipitridae","Haliastur sphenurus","whistling kite","(Vieillot, 1818)","C",,,"QAI"
1708,"animals","birds","Accipitridae","Hamirostra melanosternon","black-breasted buzzard","(Gould, 1841)","C",,,"QA"
1710,"animals","birds","Accipitridae","Hieraaetus morphnoides","little eagle","(Gould, 1841)","C",,,"QAI"
1712,"animals","birds","Accipitridae","Lophoictinia isura","square-tailed kite","(Gould, 1838)","C",,,"QA"
1714,"animals","birds","Accipitridae","Milvus migrans","black kite","(Boddaert, 1783)","C",,,"QAI"
1702,"animals","birds","Accipitridae","Pandion cristatus","eastern osprey","(Linnaeus, 1758)","SL",,"Y","QAI"
1716,"animals","birds","Falconidae","Falco berigora","brown falcon","Vigors & Horsfield, 1827","C",,,"QAI"
1704,"animals","birds","Falconidae","Falco cenchroides","nankeen kestrel","Vigors & Horsfield, 1827","C",,,"QAI"
1705,"animals","birds","Falconidae","Falco hypoleucos","grey falcon","Gould, 1841","V",,"Y","QA"
1691,"animals","birds","Falconidae","Falco longipennis","Australian hobby","Swainson, 1837","C",,,"QAI"
1692,"animals","birds","Falconidae","Falco peregrinus","peregrine falcon","Tunstall, 1771","C",,,"QAI"
1693,"animals","birds","Falconidae","Falco subniger","black falcon","Gray, 1843","C",,,"QA"
1677,"animals","birds","Gruidae","Grus antigone","sarus crane","(Linnaeus, 1758)","C",,,"QAI"
1678,"animals","birds","Gruidae","Grus rubicunda","brolga","(Perry, 1810)","C",,,"QAI"
1663,"animals","birds","Rallidae","Amaurornis cinerea","white-browed crake","(Vieillot, 1819)","C",,,"QAI"
1682,"animals","birds","Rallidae","Amaurornis moluccana","pale-vented bush-hen","(Meyen, 1834)","C",,,"QAI"
1684,"animals","birds","Rallidae","Eulabeornis castaneoventris","chestnut rail","Gould, 1844","C",,,"QAI"
1686,"animals","birds","Rallidae","Fulica atra","Eurasian coot","Linnaeus, 1758","C",,,"QAI"
1673,"animals","birds","Rallidae","Gallinula tenebrosa","dusky moorhen","Gould, 1846","C",,,"QAI"
1675,"animals","birds","Rallidae","Gallirallus philippensis","buff-banded rail","(Linnaeus, 1766)","C",,,"QAI"
1670,"animals","birds","Rallidae","Lewinia pectoralis","Lewin's rail","Temminck, 1831","C",,,"QAI"
1662,"animals","birds","Rallidae","Porphyrio melanotus","purple swamphen","Temminck, 1820","C",,,"QAI"
1664,"animals","birds","Rallidae","Porzana fluminea","Australian spotted crake","Gould, 1843","C",,,"QA"
1665,"animals","birds","Rallidae","Porzana pusilla","Baillon's crake","(Pallas, 1776)","C",,,"QAI"
1667,"animals","birds","Rallidae","Porzana tabuensis","spotless crake","(Gmelin, 1789)","C",,,"QAI"
1669,"animals","birds","Rallidae","Rallina tricolor","red-necked crake","Gray, 1858","C",,,"QAI"
1674,"animals","birds","Rallidae","Tribonyx ventralis","black-tailed native-hen","Gould, 1837","C",,,"QA"
1680,"animals","birds","Otididae","Ardeotis australis","Australian bustard","(Gray, 1829)","C",,,"QAI"
1956,"animals","birds","Burhinidae","Burhinus grallarius","bush stone-curlew","(Latham, 1801)","C",,,"QAI"
1958,"animals","birds","Burhinidae","Esacus magnirostris","beach stone-curlew","(Vieillot, 1818)","V",,"Y","QAI"
27780,"animals","birds","Haematopodidae","Haematopus finschi","South Island pied oystercatcher",,"C",,,"QAI"
1925,"animals","birds","Haematopodidae","Haematopus fuliginosus","sooty oystercatcher","Gould, 1845","C",,,"QA"
1926,"animals","birds","Haematopodidae","Haematopus longirostris","Australian pied oystercatcher","Vieillot, 1817","C",,,"QAI"
18832,"animals","birds","Recurvirostridae","Cladorhynchus leucocephalus","banded stilt","(Vieillot, 1816)","C",,,"VU"
1893,"animals","birds","Recurvirostridae","Himantopus himantopus","black-winged stilt","(Linnaeus, 1758)","C",,,"QAI"
1881,"animals","birds","Recurvirostridae","Recurvirostra novaehollandiae","red-necked avocet","Vieillot, 1816","C",,,"QA"
1960,"animals","birds","Charadriidae","Charadrius australis","inland dotterel","Gould, 1841","C",,,"QA"
1946,"animals","birds","Charadriidae","Charadrius bicinctus","double-banded plover","Jardine & Selby, 1827","SL",,"Y","QAI"
18332,"animals","birds","Charadriidae","Charadrius dubius","little ringed plover","Scopoli, 1786","SL",,"Y","VU"
1947,"animals","birds","Charadriidae","Charadrius hiaticula","ringed plover","Linnaeus, 1758","C",,,"VU"
1948,"animals","birds","Charadriidae","Charadrius leschenaultii","greater sand plover","Lesson, 1826","V","V","Y","QAI"
1936,"animals","birds","Charadriidae","Charadrius mongolus","lesser sand plover","Pallas, 1776","E","E","Y","QAI"
1937,"animals","birds","Charadriidae","Charadrius ruficapillus","red-capped plover","Temminck, 1822","C",,,"QAI"
1939,"animals","birds","Charadriidae","Charadrius veredus","oriental plover","Gould, 1848","SL",,"Y","QAI"
1940,"animals","birds","Charadriidae","Elseyornis melanops","black-fronted dotterel","(Vieillot, 1818)","C",,,"QAI"
1942,"animals","birds","Charadriidae","Erythrogonys cinctus","red-kneed dotterel","Gould, 1838","C",,,"QA"
1944,"animals","birds","Charadriidae","Pluvialis fulva","Pacific golden plover","(Gmelin, 1789)","SL",,"Y","QAI"
1931,"animals","birds","Charadriidae","Pluvialis squatarola","grey plover","(Linnaeus, 1758)","SL",,"Y","QAI"
19465,"animals","birds","Charadriidae","Thinornis cucullatus","hooded plover","(Vieillot, 1818)","C","V","Y","VA"
1932,"animals","birds","Charadriidae","Vanellus miles miles","masked lapwing (northern subspecies)","(Boddaert, 1783)","C",,,"QAI"
1933,"animals","birds","Charadriidae","Vanellus miles novaehollandiae","masked lapwing (southern subspecies)","Stephens, 1819","C",,,"QAI"
18143,"animals","birds","Charadriidae","Vanellus tricolor","banded lapwing","(Vieillot, 1818)","C",,,"QA"
1892,"animals","birds","Pedionomidae","Pedionomus torquatus","plains-wanderer","Gould, 1841","V","CE","Y","QA"
1928,"animals","birds","Jacanidae","Irediparra gallinacea","comb-crested jacana","(Temminck, 1828)","C",,,"QAI"
1883,"animals","birds","Rostratulidae","Rostratula australis","Australian painted snipe","(Gould, 1838)","V","E","Y","QA"
1885,"animals","birds","Scolopacidae","Actitis hypoleucos","common sandpiper","(Linnaeus, 1758)","SL",,"Y","QAI"
1872,"animals","birds","Scolopacidae","Arenaria interpres","ruddy turnstone","(Linnaeus, 1758)","SL",,"Y","QAI"
1874,"animals","birds","Scolopacidae","Calidris acuminata","sharp-tailed sandpiper","(Horsfield, 1821)","SL",,"Y","QAI"
1875,"animals","birds","Scolopacidae","Calidris alba","sanderling","(Pallas, 1764)","SL",,"Y","QAI"
1876,"animals","birds","Scolopacidae","Calidris alpina","dunlin","(Linnaeus, 1758)","C",,,"VI"
1877,"animals","birds","Scolopacidae","Calidris canutus","red knot","(Linnaeus, 1758)","E","E","Y","QAI"
1878,"animals","birds","Scolopacidae","Calidris ferruginea","curlew sandpiper","(Pontoppidan, 1763)","E","CE","Y","QAI"
1879,"animals","birds","Scolopacidae","Calidris melanotos","pectoral sandpiper","(Vieillot, 1819)","SL",,"Y","QAI"
1880,"animals","birds","Scolopacidae","Calidris ruficollis","red-necked stint","(Pallas, 1776)","SL",,"Y","QAI"
1870,"animals","birds","Scolopacidae","Calidris subminuta","long-toed stint","(Middendorff, 1853)","SL",,"Y","VU"
1856,"animals","birds","Scolopacidae","Calidris tenuirostris","great knot","(Horsfield, 1821)","E","CE","Y","QAI"
1857,"animals","birds","Scolopacidae","Gallinago hardwickii","Latham's snipe","(Gray, 1831)","SL",,"Y","QAI"
1858,"animals","birds","Scolopacidae","Gallinago megala","Swinhoe's snipe","Swinhoe, 1861","SL",,"Y","VU"
